www.lceb.gov.tw,,210.241.19.136,
emuseum.land.moi.gov.tw,地政E化博物館,210.69.87.4,Microsoft-IIS/8.5
new-smland.kcg.gov.tw,,,
kmrtezgo.kcg.gov.tw,,,
statis.moi.gov.tw,,210.69.35.208,Apache-Coyote/1.1
etw.land.nat.gov.tw,"HiNet 地政服務",210.71.181.19,Microsoft-IIS/7.5
www.ntak.gov.tw,,117.56.218.82,
build.kcg.gov.tw,高雄市政府工務局建築管理處,163.29.241.33,Microsoft-IIS/7.5
cishan88.kcg.gov.tw,高雄市旗山區公所,163.29.241.186,"Apache/2.2.3 (CentOS)"
neimen.kcg.gov.tw,高雄市內門區公所>,163.29.241.186,"Apache/2.2.3 (CentOS)"
shanlin.kcg.gov.tw,維護網頁,163.29.241.207,Microsoft-IIS/7.5
www.jiashian.gov.tw,高雄市甲仙區公所,117.56.79.194,"Apache/2.2.14 (Win32) DAV/2 mod_ssl/2.2.14 OpenSSL/0.9.8l mod_autoindex_color PHP/5.3.1 mod_apreq2-20090110/2.7.1 mod_perl/2.0.4 Perl/v5.10.1"
namasia.kcg.gov.tw,那瑪夏區公所全球資訊網,163.29.241.186,"Apache/2.2.3 (CentOS)"
www.dsrtg.gov.tw,高雄市大社區公所-首頁,60.248.57.13,Microsoft-IIS/7.0
niaosong.kcg.gov.tw,高雄市鳥松區公所,163.29.241.186,"Apache/2.2.3 (CentOS)"
www.kmph.gov.tw,,210.69.82.243,
liouguei.kcg.gov.tw,高雄市六龜區公所,163.29.241.183,Microsoft-IIS/7.5
tauyuan.kcg.gov.tw,高雄市桃源區公所,163.29.241.186,"Apache/2.2.3 (CentOS)"
nrch.mohw.gov.tw,衛生福利部北區兒童之家,124.199.96.26,Microsoft-IIS/7.5
crch.mohw.gov.tw,衛生福利部中區兒童之家,210.69.27.5,Microsoft-IIS/7.0
srch.mohw.gov.tw,"衛生福利部南區兒童之家 首頁",61.219.152.170,Microsoft-IIS/7.5
fsop.kcg.gov.tw,維護網頁,163.29.241.207,Microsoft-IIS/7.5
wuja.kcg.gov.tw,維護網頁,163.29.241.207,Microsoft-IIS/7.5
swis.sfaa.gov.tw,特殊境遇家庭暨兒童少年福利資訊系統【主機一】,203.65.97.116,Apache
women.kcg.gov.tw,維護網頁,163.29.241.207,Microsoft-IIS/7.5
eaac.klsio.gov.tw,"工安守護齊廉心網際網路有獎徵答活動 高雄市政府勞工局勞動檢查處",211.75.242.3,"Apache/2.2.29 (CentOS)"
shihjiahall.kcg.gov.tw,"IIS Windows Server",118.163.222.209,Microsoft-IIS/8.5
www.tpp.moj.gov.tw,法務部矯正署臺北監獄,163.29.130.140,Microsoft-IIS/7.5
www.typ.moj.gov.tw,法務部矯正署桃園監獄,163.29.130.140,Microsoft-IIS/7.5
www.tyw.moj.gov.tw,法務部矯正署桃園女子監獄,163.29.130.140,Microsoft-IIS/7.5
www.bdo.moj.gov.tw,法務部矯正署八德外役監獄,163.29.130.140,Microsoft-IIS/7.5
www.scp.moj.gov.tw,法務部矯正署新竹監獄,163.29.130.140,Microsoft-IIS/7.5
www.tcp.moj.gov.tw,法務部矯正署臺中監獄,163.29.130.140,Microsoft-IIS/7.5
www.tcw.moj.gov.tw,法務部矯正署臺中女子監獄,163.29.130.140,Microsoft-IIS/7.5
www.chp.moj.gov.tw,法務部矯正署彰化監獄,163.29.130.140,Microsoft-IIS/7.5
www.ulp.moj.gov.tw,法務部矯正署雲林監獄,163.29.130.140,Microsoft-IIS/7.5
www.ulp2.moj.gov.tw,法務部矯正署雲林第二監獄,163.29.130.140,Microsoft-IIS/7.5
www.cyp.moj.gov.tw,法務部矯正署嘉義監獄,163.29.130.140,Microsoft-IIS/7.5
www.tnp.moj.gov.tw,法務部矯正署臺南監獄,163.29.130.140,Microsoft-IIS/7.5
www.tn2p.moj.gov.tw,矯正署台南第二監獄,163.29.130.140,Microsoft-IIS/7.5
www.mtp.moj.gov.tw,法務部矯正署明德外役監獄,163.29.130.140,Microsoft-IIS/7.5
www.ksp.moj.gov.tw,法務部矯正署高雄監獄,163.29.130.140,Microsoft-IIS/7.5
www.ksd.moj.gov.tw,法務部矯正署高雄第二監獄,163.29.130.140,Microsoft-IIS/7.5
www.ksw.moj.gov.tw,法務部矯正署高雄女子監獄,163.29.130.140,Microsoft-IIS/7.5
www.ptp.moj.gov.tw,法務部矯正署屏東監獄,163.29.130.140,Microsoft-IIS/7.5
www.ttp.moj.gov.tw,法務部矯正署臺東監獄,163.29.130.140,Microsoft-IIS/7.5
www.hlp.moj.gov.tw,法務部矯正署花蓮監獄,163.29.130.140,Microsoft-IIS/7.5
www.jcp.moj.gov.tw,法務部矯正署自強外役監獄,163.29.130.140,Microsoft-IIS/7.5
www.ilp.moj.gov.tw,法務部矯正署宜蘭監獄,163.29.130.140,Microsoft-IIS/7.5
www.klp.moj.gov.tw,法務部矯正署基隆監獄,163.29.130.140,Microsoft-IIS/7.5
www.gip.moj.gov.tw,法務部矯正署綠島監獄,163.29.130.140,Microsoft-IIS/7.5
www.kmp.moj.gov.tw,法務部矯正署金門監獄,163.29.130.140,Microsoft-IIS/7.5
www.tpd.moj.gov.tw,法務部矯正署臺北看守所,163.29.130.140,Microsoft-IIS/7.5
www.sld.moj.gov.tw,法務部矯正署臺北女子看守所,163.29.130.140,Microsoft-IIS/7.5
www.scd.moj.gov.tw,法務部矯正署新竹看守所,163.29.130.140,Microsoft-IIS/7.5
www.mld.moj.gov.tw,法務部矯正署苗栗看守所,163.29.130.140,Microsoft-IIS/7.5
www.tcd.moj.gov.tw,法務部矯正署臺中看守所,163.29.130.140,Microsoft-IIS/7.5
www.chd.moj.gov.tw,法務部矯正署彰化看守所,163.29.130.140,Microsoft-IIS/7.5
www.ntd.moj.gov.tw,法務部矯正署南投看守所,163.29.130.140,Microsoft-IIS/7.5
www.cyd.moj.gov.tw,法務部矯正署嘉義看守所,163.29.130.140,Microsoft-IIS/7.5
www.tnd.moj.gov.tw,法務部矯正署臺南看守所,163.29.130.140,Microsoft-IIS/7.5
www.ptd.moj.gov.tw,法務部矯正署屏東看守所,163.29.130.140,Microsoft-IIS/7.5
www.hld.moj.gov.tw,法務部矯正署花蓮看守所,163.29.130.140,Microsoft-IIS/7.5
www.kld.moj.gov.tw,法務部矯正署基隆看守所,163.29.130.140,Microsoft-IIS/7.5
www.tuv.moj.gov.tw,法務部矯正署泰源技能訓練所,163.29.130.140,Microsoft-IIS/7.5
www.dcv.moj.gov.tw,法務部矯正署東成技能訓練所,163.29.130.140,Microsoft-IIS/7.5
www.ywv.moj.gov.tw,法務部矯正署岩灣技能訓練所,163.29.130.140,Microsoft-IIS/7.5
www.tyr.moj.gov.tw,法務部矯正署桃園少年輔育院,163.29.130.140,Microsoft-IIS/7.5
www.chr.moj.gov.tw,法務部矯正署彰化少年輔育院,163.29.130.140,Microsoft-IIS/7.5
www.ctg.moj.gov.tw,誠正中學,163.29.130.140,Microsoft-IIS/7.5
www.myg.moj.gov.tw,明陽中學,163.29.130.140,Microsoft-IIS/7.5
www.tpj.moj.gov.tw,法務部矯正署臺北少年觀護所,163.29.130.140,Microsoft-IIS/7.5
www.tnj.moj.gov.tw,法務部矯正署臺南少年觀護所,163.29.130.140,Microsoft-IIS/7.5
www.tcj.moj.gov.tw,法務部矯正署臺中戒治所,163.29.130.140,Microsoft-IIS/7.5
www.sdb.moj.gov.tw,法務部矯正署新店戒治所,163.29.130.140,Microsoft-IIS/7.5
www.ksb.moj.gov.tw,法務部矯正署高雄戒治所,163.29.130.141,Microsoft-IIS/7.5
www.ttb.moj.gov.tw,法務部矯正署臺東戒治所,163.29.130.140,Microsoft-IIS/7.5
tcgsys.taipei.gov.tw,,163.29.36.99,Microsoft-IIS/7.5
5284.taipei.gov.tw,5284,117.56.4.196,nginx
www.tcpd.taipei.gov.tw,臺北市政府警察局,163.29.36.97,Microsoft-IIS/7.5
tms.bote.taipei.gov.tw,臺北市交通控制中心,210.241.67.172,
kmvs.thb.gov.tw,金門監理站,210.69.58.70,Microsoft-IIS/8.5
matsu-mv.thb.gov.tw,"交通部公路總局臺北市區監理所 連江監理站 Lienchiang Station, Taipei City Motor Vehicles Office, Directorate General of Highways, MOTC",210.69.58.70,Microsoft-IIS/8.5
www.klcba.gov.tw,基隆市公車處,220.128.213.111,Apache-Coyote/1.1
e-traffic.iot.gov.tw,,,
www.iot.gov.tw,交通部運輸研究所,210.69.172.74,Microsoft-IIS/8.0
www.hsr.gov.tw,交通部高速鐵路工程局,163.29.58.131,Lotus-Domino
www.tadaes.ntpc.gov.tw,,61.60.124.70,Microsoft-IIS/7.5
tmvso.thb.gov.tw,交通部公路總局臺北區監理所,210.69.58.143,Microsoft-IIS/8.5
www.traffic.police.ntpc.gov.tw,,163.29.165.10,Microsoft-IIS/8.5
lib.moc.gov.tw,"Aleph main menu",210.69.147.44,Apache
tndais.coa.gov.tw,,,
lednews.gio.gov.tw,,,
kllib.klccab.gov.tw,基隆市公共圖書館,117.56.43.198,Apache-Coyote/1.1
klnearts.klccab.gov.tw,"首頁 - 基隆市表演藝術",103.17.9.83,nginx
lib.klccab.gov.tw,,117.56.43.195,Microsoft-IIS/6.0
ibus.tbkc.gov.tw,高雄市公車動態資訊,122.146.249.90,"Apache/2.2.22 (Debian)"
hongmaogang.khcc.gov.tw,紅毛港文化園區,210.241.43.162,Microsoft-IIS/7.5
culturalbus.khcc.gov.tw,文化公車,210.241.43.180,Microsoft-IIS/6.0
kcs.kcg.gov.tw,高雄市輪船股份有限公司,163.29.241.187,"Apache/2.2.3 (CentOS)"
exam.taiwanjobs.gov.tw,,124.199.93.92,Microsoft-IIS/8.5
occupation.taiwanjobs.gov.tw,Jobooks工作百科,124.199.93.91,Microsoft-IIS/8.5
hope.nyc.gov.tw,,,
se.wda.gov.tw,,124.199.93.105,
hrdinnoprize.evta.gov.tw,,,
www.sw-en.ntpc.gov.tw,"Department of Social Welfare",61.60.124.70,"Apache/2.2.29 (CentOS)"
www.renaifamily.ntpc.gov.tw,新北市立仁愛之家,61.60.124.70,"Apache/2.2.29 (CentOS)"
www.aihsin.ntpc.gov.tw,新北市立八里愛心教養院,61.60.98.240,
www.dvp.ntpc.gov.tw,新北市政府家庭暴力暨性侵害防治中心,61.60.98.240,
health-school.health.ntpc.gov.tw,新北健康小學堂,52.193.133.9,Apache-Coyote/1.1
info.health.ntpc.gov.tw,新北市衛生所服務網,118.163.197.240,"Apache/2.2.27 (CentOS)"
www.ntch.ntpc.gov.tw,新北市聯合醫院,61.60.98.240,
627.ntpc.gov.tw,"627燒燙傷專案管理中心,627燒燙傷中心,627專管中心,627",118.163.197.240,"Apache/2.2.27 (CentOS)"
eyecare.health.ntpc.gov.tw,新北市政府衛生局-學童護眼方案專區,117.56.4.214,Microsoft-IIS/7.5
foodtracer.health.ntpc.gov.tw,新北市食材登錄平台,210.69.108.241,Microsoft-IIS/8.5
www.car.health.ntpc.gov.tw,新北市政府衛生局巡迴車篩檢暨宣導網站->,61.64.54.69,"Apache/2.2.17 (Unix) mod_ssl/2.2.17 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 FrontPage/5.0.2.2635 PHP/5.2.14"
infection.ntpc.gov.tw,新北市學校疑似傳染病通報系統,61.60.124.70,Microsoft-IIS/7.5
eirrc.health.ntpc.gov.tw,"臺北市早期療育服務網 > 首頁",210.69.108.185,Microsoft-IIS/6.0
www.planning-en.ntpc.gov.tw,"Urban and Rural Development Department",61.60.124.70,"Apache/2.2.29 (CentOS)"
www.uro.ntpc.gov.tw,新北市政府都市更新處,61.60.98.240,
landzone2.planning.ntpc.gov.tw,,61.60.127.114,
topography.planning.ntpc.gov.tw,,61.60.127.150,
geanimal.sw.ntpc.gov.tw,"新北市政府社會局 性別平等網站",61.60.124.70,nginx/1.10.0
regis.ntpc.gov.tw,新北市不動產資訊服務網,61.60.124.70,Microsoft-IIS/7.5
ntpcudd.ntpc.gov.tw,,61.60.124.70,Apache
regional.planning.ntpc.gov.tw,,61.60.124.70,Microsoft-IIS/7.5
epaper.fire.ntpc.gov.tw,"北海e月報 新北市政府消防局",61.67.64.177,Microsoft-IIS/6.0
www.fire.ntpc.gov.tw,新北市政府消防局,61.60.124.70,"Apache/2.2.29 (CentOS)"
lens.labor.tpc.gov.tw,,,
ilabor.ntpc.gov.tw,新北市政府勞動雲,61.60.127.193,nginx/1.9.11
www.lsio.ntpc.gov.tw,新北市政府勞動檢查處,61.60.98.240,
www.labor.ntpc.gov.tw,新北市政府勞工局,61.60.98.240,
www.esc.ntpc.gov.tw,新北市政府就業服務中心,61.60.98.240,
uni.labor.ntpc.gov.tw,歡迎蒞臨新北市勞工大學,61.60.127.154,Microsoft-IIS/6.0
www.vtc.ntpc.gov.tw,新北市政府職業訓練中心,61.60.98.240,
www.ttdac.nat.gov.tw,,,
www.tccgc.gov.tw,,,
seed.culture.taichung.gov.tw,臺中市政府文化局-文化種子,210.69.115.194,Microsoft-IIS/7.5
english.tcfd.taipei.gov.tw,"Taipei City Fire Department",163.29.36.96,Microsoft-IIS/7.5
wwwsearch.tfd.gov.tw,,,
english.uro.taipei.gov.tw,"Taipei City Urban Regeneration Office",163.29.36.96,Microsoft-IIS/7.5
www.tccmo.taipei.gov.tw,,163.29.36.96,Microsoft-IIS/7.5
tcg2www.taipei.gov.tw,臺北市政府,163.29.39.24,Microsoft-IIS/7.5
www.fix.udd.taipei.gov.tw,,210.69.61.40,
english.dosw.taipei.gov.tw,"Department of Social Welfare",163.29.36.96,Microsoft-IIS/7.5
www.aftygh.gov.tw,國軍桃園總醫院,60.251.255.142,
www.tygh.mohw.gov.tw,衛生福利部桃園醫院,210.241.104.44,
www.tygh.gov.tw,衛生福利部桃園醫院,210.241.104.44,"Apache/2.2.24 (Unix) DAV/2 PHP/5.4.9"
www.typc.mohw.gov.tw,"衛生福利部 桃園療養院",210.241.104.44,"Apache/2.2.24 (Unix) DAV/2 PHP/5.4.9"
www.Taoyuan-phc.tycg.gov.tw,,163.29.253.55,
www.Zhongli-phc.tycg.gov.tw,,163.29.253.55,
www.Pingzhen-phc.tycg.gov.tw,,163.29.253.55,
www.Bade-phc.tycg.gov.tw,,163.29.253.55,
www.Yangmei-phc.tycg.gov.tw,,163.29.253.55,
www.Daxi-phc.tycg.gov.tw,,163.29.253.55,
www.Luzhu-phc.tycg.gov.tw,,163.29.253.55,
www.Dayuan-phc.tycg.gov.tw,,163.29.253.55,
www.Guishan-phc.tycg.gov.tw,,163.29.253.55,
www.Longtan-phc.tycg.gov.tw,,163.29.253.55,
www.Xinwu-phc.tycg.gov.tw,,163.29.253.55,
www.Guanyin-phc.tycg.gov.tw,,163.29.253.55,
www.Fuxing-phc.tycg.gov.tw,,163.29.253.55,
www.klchb.gov.tw,基隆市衛生局,203.65.60.235,Microsoft-IIS/7.5
dep.hcchb.gov.tw,"新竹市衛生局 - 新竹市政府衛生局",163.29.137.16,Apache
www.chshb.gov.tw,,203.65.84.251,
www.ylshb.gov.tw,歡迎光臨雲林縣衛生局全球資訊網,203.65.86.6,"Apache/2.2.3 (Red Hat)"
www.cyshb.gov.tw,嘉義縣衛生局-行動版,203.65.88.11,
khd.kcg.gov.tw,高雄市政府衛生局全球資訊網,163.29.241.183,Microsoft-IIS/7.5
www.ptshb.gov.tw,衛生局中文,210.69.151.195,Microsoft-IIS/8.5
www.ttshb.gov.tw,臺東縣衛生局全球資訊網,203.65.94.122,Apache
www.hlshb.gov.tw,,210.69.167.102,Apache
www.ilshb.gov.tw,宜蘭縣政府衛生局,203.65.61.251,Microsoft-IIS/7.0
www.ntshb.gov.tw,南投縣政府衛生局,210.69.216.189,Microsoft-IIS/6.0
www.kmhb.gov.tw,,,
www.matsuhb.gov.tw,歡迎光臨連江縣衛生局,203.65.63.132,Microsoft-IIS/6.0
mail.tychb.gov.tw,,203.65.76.25,
dentures.tychb.gov.tw,桃園市政府衛生局老人免費補助活動假牙系統,163.29.18.178,Microsoft-IIS/7.0
agefriendly.tychb.gov.tw,桃園市政府衛生局-健康暨高齡友善城市,163.29.18.178,Microsoft-IIS/7.0
www1.tychb.gov.tw,桃園市政府衛生局-健康生活網,163.29.18.178,Microsoft-IIS/7.0
weight.tychb.gov.tw,桃園市政府衛生局-333健康享瘦站,163.29.18.178,Microsoft-IIS/7.0
www.nosmoking.tychb.gov.tw,桃園市政府戒菸網,163.29.18.179,Microsoft-IIS/6.0
www.care.tychb.gov.tw,桃園市政府衛生局-長期照護全球資訊網,163.29.18.2,Microsoft-IIS/6.0
www.nodrugs.tychb.gov.tw,桃園市毒品危害防制中心,163.29.18.178,Microsoft-IIS/7.0
ecms.tychb.gov.tw,桃園市早期療育資訊聯合照護網,203.65.76.221,Microsoft-IIS/6.0
www.mental.tychb.gov.tw,桃園市社區心理衛生中心,163.29.18.95,Microsoft-IIS/7.5
www.tydep.gov.tw,桃園市政府環境保護局,163.29.143.93,Microsoft-IIS/7.5
soa.land.moi.gov.tw,,210.241.18.228,Microsoft-IIS/7.5
db.land.moi.gov.tw,國土資訊系統::::土地基本資料庫全球資訊網::::,210.241.18.223,Microsoft-IIS/7.5
subject.hccg.gov.tw,歡迎光臨新竹市政府全球資訊網,163.29.137.16,Microsoft-IIS/5.0
dep-labor.hccg.gov.tw,"歡迎蒞臨新竹市政府勞工處全球資訊網 - --",163.29.137.16,Apache
sweb.sipa.gov.tw,,,
waterpollutioncontrol.epa.gov.tw,,223.200.80.80,Microsoft-IIS/8.5
air.hccepb.gov.tw,::員工資訊網::,163.29.47.235,Microsoft-IIS/6.0
ikm.nmtl.gov.tw,國立台灣文學館,115.43.193.205,"Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16 mod_wsgi/3.4 Python/2.7.5"
journal.nmtl.gov.tw,台灣文學研究學報及台灣文學館通訊-資料庫檢索系統,115.43.193.198,Apache-Coyote/1.1
xdcm.nmtl.gov.tw,,115.43.193.206,
www.cca.gov.tw,,,
subject.tncsec.gov.tw,,,
www.arte.gov.tw,國立臺灣藝術教育館全球資訊網,203.71.7.117,Microsoft-IIS/8.0
bikeway.cpami.gov.tw,,210.69.84.27,Microsoft-IIS/6.0
ud.tainan.gov.tw,,210.69.40.180,
cp.taipei.gov.tw,,210.69.61.100,Microsoft-IIS/7.5
www.zone.taipei.gov.tw,【土地使用分區線上核發系統】,163.29.37.158,Microsoft-IIS/8.5
law.cyhg.gov.tw,嘉義縣政府-主管法規查詢系統(外部版),210.69.166.76,Microsoft-IIS/7.5
land.tainan.gov.tw,臺南市政府地政局,210.69.57.230,Microsoft-IIS/6.0
www.canet.taipei.gov.tw,"Microsoft Internet Information Services 8",210.69.61.218,Microsoft-IIS/8.0
yc.yunlin.gov.tw,雲林縣社區營造e即通,210.69.47.86,Microsoft-IIS/6.0
srsch.mohw.gov.tw,衛生福利部南區老人之家_歡迎頁,163.29.42.50,Microsoft-IIS/6.0
1957.mohw.gov.tw,1957福利諮詢專線首頁,203.65.97.20,Apache-Coyote/1.1
www.klct.gov.tw,"基隆市七堵區公所 - 首頁",211.21.137.16,Microsoft-IIS/8.5
www.klnn.gov.tw,"::::: 基隆市暖暖區公所 ::::::",117.56.22.178,"Apache/2.2.23 (Unix) mod_ssl/2.2.23 OpenSSL/1.0.1p PHP/5.3.17"
www.klal.gov.tw,基隆市安樂區公所-全球資訊網,211.79.129.220,Microsoft-IIS/6.0
www.kljs.gov.tw,WEBLINK,202.65.219.186,Apache
www.klra.gov.tw,基隆市仁愛區公所,220.128.148.231,Microsoft-IIS/6.0
www.klsy.gov.tw,基隆市信義區公所-首頁,117.56.22.170,Microsoft-IIS/6.0
www.klzz.gov.tw,基隆市中正區公所--首頁,117.56.215.248,Microsoft-IIS/6.0
anleh-land.gov.tw,基隆市安樂地政事務所全球資訊網,61.60.66.34,Microsoft-IIS/6.0
www.sinyi-land.gov.tw,"基隆市信義地政事務所 - 首頁",61.60.66.74,"Apache/2.4.10 (Win32) OpenSSL/1.0.1h PHP/5.4.31"
www.cidu-house.gov.tw,基隆市七堵區戶政事務所-首頁,61.62.68.206,Microsoft-IIS/6.0
www.nuann-house.gov.tw,基隆市暖暖區戶政事務所-首頁,61.62.68.206,Microsoft-IIS/6.0
www.anle-house.gov.tw,基隆市安樂區戶政事務所--首頁,61.62.68.206,Microsoft-IIS/6.0
www.klcs-house.gov.tw,基隆市中山區戶政事務所-首頁,61.62.68.206,Microsoft-IIS/6.0
www.kljenai-house.gov.tw,基隆市仁愛區戶政事務所-首頁,61.62.68.206,Microsoft-IIS/6.0
www.klsy-house.gov.tw,基隆市信義區戶政事務所-,61.62.68.206,Microsoft-IIS/6.0
www.kljj-house.gov.tw,基隆市中正區戶政事務所－網站入口,220.130.38.87,Apache
www.klaphio.gov.tw,基隆市動物保護防疫所,60.251.44.199,Apache
klms.klcg.gov.tw,"Welcome to 基隆市立體育場(Keelung Municipal Stadium)",210.69.46.107,"Apache/2.2.21 (FreeBSD) mod_ssl/2.2.21 OpenSSL/0.9.8q DAV/2 PHP/5.2.17 with Suhosin-Patch"
www.kltb.gov.tw,,,
www.klrah.gov.tw,基隆市立仁愛之家-首頁,220.135.99.104,Microsoft-IIS/7.5
www.klms.gov.tw,基隆市殯葬管理所,61.62.68.206,Microsoft-IIS/6.0
www.kmh.gov.tw,"基隆市立醫院 Keelung Municipal Hospital",117.56.12.8,Microsoft-IIS/6.0
www.klepb.gov.tw,,163.29.218.59,
www.klfd.gov.tw,,61.60.67.155,Apache-Coyote/1.1
www.klg.gov.tw,基隆市警察局->,163.29.51.216,"Apache/2.2.16 (Win32) PHP/5.2.14"
ntc.land.ntpc.gov.tw,北臺灣地政服務雲,61.60.127.223,Apache
eghouse.hccg.gov.tw,新竹市政府幸福宜居網,163.29.137.207,Microsoft-IIS/8.5
www.landhc.gov.tw,新竹市地政事務所,211.20.132.240,"Apache/2.2.15 (CentOS)"
www2.cyhg.gov.tw,,210.69.166.62,
tainanetw.land.nat.gov.tw,,210.71.181.19,Microsoft-IIS/7.5
ezlife.tainan.gov.tw,臺南生活網GIS地圖,210.69.40.55,
3dmap2.tainan.gov.tw,,,
lvr.tainan.gov.tw,,210.69.57.137,Apache-Coyote/1.1
www.tntb.gov.tw,"臺南市政府稅務局 -首頁",211.79.159.1,Apache
ehi.chcg.gov.tw,彰化縣政府-住宅及不動產資訊服務系統,210.69.54.64,Microsoft-IIS/7.5
go.yunlin.gov.tw,,,
nursery.dl.gov.tw,,117.56.246.25,"Apache/2.2.3 (CentOS)"
www.hsilo.gov.tw,"雲林縣西螺鎮公所 :::全球資訊網:::",117.56.109.38,"Apache/2.4.10 (Win32) OpenSSL/1.0.1h PHP/5.4.31"
www.linnei.gov.tw,雲林縣林內鄉公所,61.60.48.86,Microsoft-IIS/6.0
www.tapi.gov.tw,雲林縣大埤鄉公所,117.56.217.196,"Apache/2.2.3 (CentOS)"
www.mlvillage.gov.tw,雲林縣麥寮鄉公所,117.56.216.32,Microsoft-IIS/6.0
www.shuilin.gov.tw,"本站消息 - 水林鄉公所",117.56.217.248,"Apache/2.2.22 (FreeBSD) PHP/5.2.17 with Suhosin-Patch mod_ssl/2.2.22 OpenSSL/0.9.8q DAV/2"
disaster.forest.gov.tw,林業天然災害查報系統,223.200.90.182,
harvest.forest.gov.tw,harvest,223.200.90.182,
reg.afasi.gov.tw,"農航所 - 線上預約系統",223.200.90.182,
ngis.afasi.gov.tw,"Welcome to ATIS Web | 農林航空測量所",223.200.90.101,"Apache/2.2.8 (CentOS)"
ngismap.forest.gov.tw,IIS7,223.200.90.182,
living.epa.gov.tw,居家生活環境資訊網,117.56.10.3,Microsoft-IIS/7.5
ocean.epa.gov.tw,※行政院環保署海洋污染防治管理系統,223.200.80.40,Microsoft-IIS/8.5
teds.epa.gov.tw,空氣污染排放量查詢系統首頁,223.200.80.166,Microsoft-IIS/8.5
www.tcd.gov.tw,內政部營建署城鄉發展分署全球資訊網,163.29.0.240,Microsoft-IIS/6.0
www.file.cloud.taipei.gov.tw,,163.29.39.184,"Apache/2.2.19 (Win32)"
pwb.kcg.gov.tw,,163.29.241.51,Microsoft-IIS/8.5
pwbgis.kcg.gov.tw,,163.29.241.64,Microsoft-IIS/7.5
kpd.kcg.gov.tw,"高雄市政府人事處行動版網站 - 最新消息",163.29.242.56,Microsoft-IIS/7.5
elearning.npm.gov.tw,,,
pwbmo.kcg.gov.tw,高雄市政府工務局養護工程處,163.29.241.116,Microsoft-IIS/7.5
neimen-en.kcg.gov.tw,"Welcome to Neimen District Office",163.29.241.207,Microsoft-IIS/7.5
www.neime-house.gov.tw,"高雄市內門區戶政事務所 >>> 網站首頁",61.218.231.140,Microsoft-IIS/7.5
neimen-house.kcg.gov.tw,維護網頁,163.29.241.207,Microsoft-IIS/7.5
www.kmseh.gov.tw,高雄市立社會教育館,163.32.123.2,"Apache/2.2.15 (Scientific Linux)"
epm.neimen.gov.tw,系統登入,61.218.231.135,"Apache/2.2.3 (CentOS)"
jiasian-en.kcg.gov.tw,"Welcome to Jiasian-en District Office",163.29.241.207,Microsoft-IIS/7.5
rdss.nca.gov.tw,,203.73.140.200,
chakcg.kcg.gov.tw,高雄市政府客家事務委員會,163.29.241.186,"Apache/2.2.3 (CentOS)"
www.tashe-house.gov.tw,"高雄市大社區戶政事務所 >>> 網站首頁",61.218.231.140,Microsoft-IIS/7.5
niaosong-en.kcg.gov.tw,"Welcome to Niaosong District Office",163.29.241.207,Microsoft-IIS/7.5
mildp.kcg.gov.tw,"高雄巿政府兵役局 - 首頁",163.29.241.187,"Apache/2.2.3 (CentOS)"
khcmv.thb.gov.tw,,210.69.58.75,
niaosong-hr.kcg.gov.tw,高雄市鳥松區戶政事務所,163.29.105.68,Microsoft-IIS/7.0
www.fdkc.gov.tw,高雄市政府消防局全球資訊網,163.29.63.26,"Apache/2.2.29 (Win32) PHP/5.3.29"
tauyuan-en.kcg.gov.tw,"Welcome to Tauyuan District Office",163.29.241.207,Microsoft-IIS/7.5
www.khtb.gov.tw,,,
taoyuan-house.kcg.gov.tw,維護網頁,163.29.241.207,Microsoft-IIS/7.5
www.edoc.moj.gov.tw,"-  - 法務部全球資訊網",163.29.130.130,Microsoft-IIS/7.5
www.work.moj.gov.tw,法務部-承攬加工,163.29.130.148,Microsoft-IIS/7.5
www.auth.moj.gov.tw,"::法務部身分驗證線上申辦 ::",163.29.130.177,Microsoft-IIS/7.5
eth.moj.gov.tw,,,
"www.edoc.moj.gov.tw ",,,
www.cyp.gov.tw,獄政文物查詢系統,203.69.42.191,Microsoft-IIS/7.5
www.tps.moj.gov.tw,最高法院檢察署,163.29.130.139,Microsoft-IIS/7.5
www.tph.moj.gov.tw,臺灣高等法院檢察署,163.29.130.139,Microsoft-IIS/7.5
www.tch.moj.gov.tw,臺灣高等法院臺中分院檢察署,163.29.130.139,Microsoft-IIS/7.5
www.tnh.moj.gov.tw,臺灣高等法院臺南分院檢察署,163.29.130.139,Microsoft-IIS/7.5
www.ksh.moj.gov.tw,臺灣高等法院高雄分院檢察署,163.29.130.139,Microsoft-IIS/7.5
www.hlh.moj.gov.tw,臺灣高等法院花蓮分院檢察署,163.29.130.139,Microsoft-IIS/7.5
www.kmh.moj.gov.tw,福建高等法院金門分院檢察署,163.29.130.139,Microsoft-IIS/7.5
www.thip.moj.gov.tw,臺灣高等法院檢察署智慧財產分署,163.29.130.141,Microsoft-IIS/7.5
www.tpc.moj.gov.tw,臺灣臺北地方法院檢察署,163.29.130.139,Microsoft-IIS/7.5
www.slc.moj.gov.tw,臺灣士林地方法院檢察署,163.29.130.139,Microsoft-IIS/7.5
www.pcc.moj.gov.tw,臺灣新北地方法院檢察署,163.29.130.139,Microsoft-IIS/7.5
